query_id,food_id,page_content,rank,relevance_score
3,1850,"Món: Bánh mì kẹp thịt bò bằm.
Dinh dưỡng: 821 kcal, 36.5g đạm, 38.4g bột đường, 58.8g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin B12, Giàu Vitamin D, Giàu đạm, Món chính, Nhiều Cholesterol, Nhiều chất béo bão hòa, Thịt, Thịt đỏ, Ít chất xơ, Ít tinh bột, Đồ ăn nhanh.
Nguyên liệu: Bánh Mì, Cà, Cà Chua, Dầu Ăn, Hành Tây, Hạt Nêm Ajingon Heo, Mì Vàng, Mỡ Heo, Muối, Phô Mai, Sốt Mayonnaise, Tiêu, Tương Cà, Thịt Bò, Trứng Gà.
Cách làm: Hành tây băm nhỏ, cắt sợi. Xào hành tây băm với ít dầu đến khi trong, để nguội. Trộn đều thịt bò, mỡ heo và hành tây xào, thêm hạt nêm, muối, tiêu, mù tạc vàng và tương cà. Nặn thành viên tròn sau đó ép dẹp, đặt lên khay có thoa ít dầu ăn, cất vào tủ lạnh trước khi chiên. Xà lách rửa sạch, để ráo. Cà chua cắt lát. Chiên vàng phần hành tây cắt sợi. Trứng gà chiên ốp la. Chiên thịt bò viên vừa chín tới, cho hành tây chiên lên, thêm lát phô mai, đút lò nướng chảy..",1,1
3,2272,"Món: Viên mè chiên giòn.
Dinh dưỡng: 473 kcal, 24.3g đạm, 13.4g bột đường, 36.2g béo.
Đặc điểm: Các loại hạt, Giàu Vitamin A, Giàu Vitamin B12, Giàu đạm, Hải sản, Món chính, Nhiều Cholesterol, Nhạt muối, Thịt, Trứng, Ít chất xơ, Ít tinh bột, Ít đường, Đồ ăn nhanh.
Nguyên liệu: Bột Năng, Cá Cam, Cà Rốt, Chuối Cau, Dầu Ăn, Gia Vị Phở, Giò Sống Gà, Hành Lá, Hành Tím, Hạt Nêm Ajingon Heo, Mè Đen, Mè Trắng, Sốt Mayonnaise, Sữa Chua, Thịt Heo, Trứng Cút.
Cách làm: Trộn đều thịt heo, giò sống, cà rốt, hành lá, mè trắng và mè đen, nêm hành băm, hành lá, tiêu, hạt nêm và bột năng, để thấm. Hành lá cắt nhỏ. Chuối cau cắt nhỏ. Cam vắt lấy nước. Trứng cút luộc chín, bóc vỏ. Bọc đều hỗn hợp bên ngoài từng quả trứng cút, sau đó lăn qua mè. Đun nóng dầu ăn, chiên viên mè chín vàng, vớt ra để ráo dầu. Pha xốt: Trộn đều chuối xắt hạt lựu, nước cam, sữa chua không đường và xốt Mayonnaise Ngọt Dịu..",2,1
3,1524,"Món: Hoành thánh chiên giòn.
Dinh dưỡng: 309 kcal, 15.5g đạm, 21.0g bột đường, 18.9g béo.
Đặc điểm: Giàu Vitamin A, Giàu đạm, Món chính, Nhiều Cholesterol, Nhiều tinh bột, Thịt, Trứng, Ít đường, Đồ ăn nhanh.
Nguyên liệu: Cà Rốt, Dầu Mè, Hành Lá, Hạt Nêm Ajingon Heo, Hoành Thánh, Nấm Mèo, Sốt Mayonnaise, Tương Xí Muội, Thịt Nạc Vai, Trứng.
Cách làm: Hành lá phần đầu trắng băm nhỏ, lá hành cắt nhỏ. Cà rốt băm nhỏ. Nấm mèo ngâm nở, cắt nhỏ, nêm vào tiêu, trộn đều. Ngò rí cắt nhỏ. Xà lách rửa sạch, để ráo. Thịt nạc vai băm nhuyễn. Làm nhân hoành thánh: trộn đều thịt băm với đầu hành băm, hành lá, nấm mèo, cà rốt, lòng trắng trứng, nêm hạt nêm, đường, tiêu và dầu mè, quết cho đều. Trải lá hoành thánh ra, cho nhân lên, xếp bên mép lại cho gọn. Đun nóng dầu, cho hoành thánh vào chiên vàng. Trộn xốt: trộn đều xốt Mayonnaise với tương xí muội và ngò rí..",3,1
3,1166,"Món: Chả giò ngũ vị.
Dinh dưỡng: 419 kcal, 32.2g đạm, 13.2g bột đường, 26.7g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin B12, Giàu Vitamin D, Giàu đạm, Món chính, Nhiều Cholesterol, Nhiều muối, Thịt, Thịt đỏ, Trứng, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Bột Ngọt, Bột Ngũ Vị Hương, Cần, Củ Năng, Da Bò, Giò Sống Gà, Hành, Hành Lá, Khoai Lang, Lòng Đỏ Trứng Muối, Nước Tương Phú Sĩ, Sốt Mayonnaise, Tương Ớt, Thịt Bò, Trứng Gà.
Cách làm: Khoai lang bào sợi chiên vàng giòn. Củ năng cắt sợi nhỏ. Lòng đỏ trứng muối cắt miếng nhỏ. quả trứng gà đánh tan. Trộn đều thịt bò xay với giò sống, quả trứng gà, củ năng, khoai lang chiên, hành tỏi phi, cọng cần tàu, với bột năng, bột ngũ vị hương, bột ngọt, muối, đường, nước tương “Phú Sĩ”. Đặt da bò bía lên dĩa cho nhân thịt bò vào, xếp lòng đỏ trứng muối, ớt sợi, hành lá trên cùng, phết trứng gà lên bánh bò bía, gấp hai bên vào và cuộn lại. Làm nóng dầu cho cuốn chả giò vào chiên chín vàng, vớt ra để lên giấy thấm dầu. Xốt chấm: trộn đều xốt Mayonnaise, tương ớt chua ngọt, ớt tabasco đỏ..",4,2
3,1184,"Món: Mì căn nhồi rô ti.
Dinh dưỡng: 515 kcal, 41.7g đạm, 52.8g bột đường, 15.6g béo.
Đặc điểm: Giàu đạm, Món chính, Nhiều tinh bột, Thịt, Ít đường.
Nguyên liệu: Bánh Mì, Bột Ngũ Vị Hương, Dầu Ăn, Dầu Điều, Đậu Trắng, Đường, Giò, Hành Boarô, Hạt Nêm Ajingon Nấm, Mì Căn, Nước Dừa, Nước Tương Phú Sĩ, Ớt, Rau Răm, Sả Cây, Tiêu.
Cách làm: Hành boa-rô cắt lát, phi với ít dầu. Đậu hũ trắng chần qua nước sôi, để nguội, vắt ráo nước. Rau răm cắt nhỏ. Sả cây đập dập. Trộn đều giò sống chay với rau răm, đậu hũ trắng, nêm vào tiêu, phần boa-rô phi, hạt nêm, bột năng, trộn đều, để phút cho thấm gia vị. Nhồi nhân: Cho phần nhân đã trộn đều vào bao bắt bông kem, sau đó bắt vào ruột mì căn. Đun nóng dầu, cho mì căn vào chiên vàng vớt ra để ráo. Rô ti: đun nóng chảo, cho vào đường, dầu điều và sả cây vào xào thơm, thêm phần hành boa-rô phi còn lại vào, cho tiếp nước dừa, xếp cuốn mì căn lên trên cây sả, nêm bột ngũ vị hương, hạt nêm hạt nêm, nước tương “Phú Sĩ”, khuấy đều, hạ nhỏ lửa nấu đến khi xốt sánh sệt, tắt lửa..",5,2
3,1720,"Món: Phô mai que đậu phộng.
Dinh dưỡng: 1435 kcal, 38.1g đạm, 123.0g bột đường, 88.6g béo.
Đặc điểm: Các loại hạt, Giàu Vitamin A, Giàu Vitamin D, Giàu Vitamin E, Giàu chất béo không bão hòa đơn, Giàu đạm, Nhiều Cholesterol, Nhiều chất béo bão hòa, Nhiều tinh bột, Năng lượng cao, Ít đường, Đồ ăn nhanh.
Nguyên liệu: Bột Mì, Dầu Ăn, Dâu Tây, Đậu Phộng, Đường, Hạt Nêm Ajingon Heo, Phô Mai, Sốt Mayonnaise, Trứng Gà.
Cách làm: Phô mai cắt que dài Quậy đều trứng gà với bột mì, nêm hạt nêm, để phút cho bột nở. Đậu phộng giã nhỏ, trộn chung với bột xù. Làm xốt dâu: nhào dâu với đường và một ít nước cho dâu chín nhừ, để nguội. Pha xốt Mayonnaise và hỗn hợp dâu ngào đường. Tẩm bột phô mai: Lăn que phô mai lần lượt qua bột mì (phần còn lại), hỗn hợp bột trứng, hỗn hợp đậu phộng và bột xù, sau đó để lạnh. Đun nóng dầu ăn, chiên phô mai với lửa lớn cho tới khi phô mai vàng đều, vớt ra để ráo dầu..",6,0
3,1638,"Món: Trứng chiên lạp xưởng.
Dinh dưỡng: 528 kcal, 21.6g đạm, 54.7g bột đường, 24.5g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin D, Giàu đạm, Món chính, Nhiều Cholesterol, Nhiều muối, Nhiều tinh bột, Thịt, Trứng, Đồ ăn nhanh, Đồ ăn sẵn.
Nguyên liệu: Bánh Mì, Dầu Ăn, Hành Lá, Hành Tây, Hạt Nêm Ajingon Heo, Lạp Xưởng, Nước Mắm, Nước Tương Phú Sĩ, Ớt Sừng, Tiêu Trắng, Tỏi, Tương Ớt, Trứng Gà.
Cách làm: Lạp xưởng luộc chín, chiên sơ rồi cắt xéo, lát mỏng. Hành tây cắt lát mỏng. Hành lá rửa sạch, cắt nhỏ. Tỏi đập dập. Ớt cắt lát. Trứng gà đập ra tô, nêm hạt nêm, nước mắm và tiêu, dùng đũa đánh đều, rồi cho hành tây vào. Phi thơm tỏi, vớt tỏi ra khỏi chảo rồi đổ trứng vào, nghiêng chảo cho trứng tráng đều quanh chảo. khi trứng vừa se mặt thì cho lạp xưởng vào đều trên mặt trứng, rắc thêm hành lá lên, trứng chín thì tắt bếp..",7,1
3,1508,"Món: Cuốn lạp xưởng chiên giòn.
Dinh dưỡng: 356 kcal, 30.1g đạm, 8.7g bột đường, 22.0g béo.
Đặc điểm: Giàu Vitamin B12, Giàu đạm, Món chính, Nhiều Cholesterol, Nhiều chất béo bão hòa, Nhiều muối, Thịt, Thịt đỏ, Ít chất xơ, Ít tinh bột, Ít đường, Đồ ăn nhanh, Đồ ăn sẵn.
Nguyên liệu: Bột Năng, Cá Thác Lác, Đầu Hành Lá, Hạt Nêm Ajingon Heo, Lạp Xưởng, Tàu Hũ Ky, Tiêu Hạt.
Cách làm: Lạp xưởng luộc chín, làm nguội cắt đôi. Tàu hũ ky cắt miếng Trộn cá thác lác với tiêu giã bễ, đầu hành lá băm, hạt nêm, quết đều. Cuốn lạp xưởng: Rắc một ít bột năng lên miếng tàu hũ ky. Phết đều một lớp mỏng cá thác lác lên trên miếng tàu hủ ky. Cho lạp xưởng vào gấp hai đầu, cuộn tròn để phần mí phía dưới. Hấp chín, để nguội, lau khô. Chiên cuốn lạp xưởng ngập dầu với lửa vừa đến khi vàng giòn, để ráo..",8,2
3,932,"Món: Gà viên phô mai chiên giòn.
Dinh dưỡng: 904 kcal, 31.8g đạm, 24.7g bột đường, 75.6g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin E, Giàu chất béo không bão hòa đơn, Giàu đạm, Món chính, Nhiều Cholesterol, Nhiều chất béo bão hòa, Thịt, Ít chất xơ, Ít tinh bột, Ít đường, Đồ ăn nhanh.
Nguyên liệu: Bột Mì, Cà Chua Bi, Dầu Ăn, Gừng Non, Giấm, Giò Sống Gà, Lá Húng, Ngò Rí, Ớt Sừng, Phô Mai, Sốt Mayonnaise, Tương Cà, Thịt Ức Gà.
Cách làm: Thịt ức gà băm nhuyễn. Ngò rí cắt nhuyễn. Gừng băm nhuyễn. Ớt sừng bỏ hạt cắt nhỏ. Tạo hình: cho thịt gà vào tô với ngò rí, gừng băm và ớt sừng, thêm bột tẩm khô chiên giòn, trộn đều rồi cho giò sống vào quết đều, chia thành phần nhỏ đều nhau. Lấy phần thịt gà viên thành viên tròn rồi ấn dẹp, cho viên phô mai vào giữa rồi viên tròn lại. Lần lượt tạo hình hết lượng nhân. Chiên: Tẩm viên gà phô mai qua bột tẩm khô chiên giòn, cho vào chảo dầu nóng chiên chín vàng, vớt ra để ráo dầu. Pha xốt chấm: xốt mayonnaise, tương cà, trộn đều..",9,0
3,67,"Món: Cánh gà rim hạt đác.
Dinh dưỡng: 492 kcal, 56.5g đạm, 16.0g bột đường, 21.9g béo.
Đặc điểm: Các loại hạt, Giàu Vitamin A, Giàu Vitamin B6, Giàu đạm, Món chính, Nhiều Cholesterol, Thịt, Ít tinh bột, Ít đường.
Nguyên liệu: Cánh Gà, Chanh Dây, Đường, Gia Vị Nêm Sẵn Ajiquick Lẩu Bò, Hành Tím, Hạt Mè, Nước Mắm, Tỏi, Thịt Gà.
Cách làm: Chần hạt đác qua nước sôi, phút, vớt ra để ráo. Ướp gà phút với hành tím băm, tỏi băm, nước mắm, Aji- Thịt Kho, đường, tiêu xay. Phi thơm hành tỏi băm còn lại, cho cánh gà vào đảo đều đến khi săn, thêm hạt đác, nước và hạt chanh dây, nước lọc và phần Aji Thịt Kho còn lại. Rim đến khi sệt lại. Thêm hành lá cắt khúc, đảo đều..",10,3
4,1545,"Món: Salad ngũ sắc.
Dinh dưỡng: 243 kcal, 17.5g đạm, 12.6g bột đường, 13.7g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin B12, Hải sản, Nhiều Cholesterol, Rau xanh, Trái cây, Trứng, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Cà Chua, Cá Ngừ, Đậu Ve Nhật, Đường, Giấm Gạo, Hành Tím, Khoai Tây, Muối, Ngò Rí, Rau Xà Lách, Sốt Mayonnaise, Trứng.
Cách làm: Đậu cô ve tước bỏ xơ, trụng qua nước sôi, vớt ra ngâm vào nước lạnh, đập dập, cắt khúc xéo. Khoai tây rửa sạch, luộc chín, bóc vỏ, cắt lát dày Xà lách rửa sạch, cắt khúc Cà chua bỏ hạt cắt khoanh. Trứng gà luộc chín, bóc vỏ, cắt lát. Ngò rí rửa sạch, để ráo. Hành tím cắt lát. Làm nước xốt trộn salad: cho lượng cá ngừ và nước dầu ngâm cá, thêm Giấm gạo lên men LISA, muối, đường, nước và xốt Mayonnaise, cho vào máy xay sinh tố, xay nhuyễn. Trộn salad: cho xà lách, khoai tây, đậu cô ve, trứng và cà chua vào trộn đều với nước xốt..",1,3
4,1030,"Món: Salad ngũ sắc chay.
Dinh dưỡng: 577 kcal, 3.1g đạm, 10.7g bột đường, 58.1g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin C, Giàu chất béo không bão hòa đơn, Nhiều Cholesterol, Nhiều chất béo bão hòa, Rau xanh, Ít chất xơ, Ít tinh bột, Ít đường, Ít đạm.
Nguyên liệu: Bột Ngọt, Cà Rốt, Cần Tây, Chả Chay, Dầu Ăn, Dầu Hào, Đường, Hành, Mì Ý, Mỡ, Nước Tương Phú Sĩ, Ớt Chuông, Ớt Chuông Đỏ, Tiêu.
Cách làm: Xà lách mỡ rửa sạch, cắt dọc làm đôi, bỏ cuống, lấy ra khoảng lá xà lách để bày món ăn. Cà rốt, cần tây, chả chay, ớt chuông đỏ, vàng cắt hạt lựu nhỏ. Phi thơm hành boaro với dầu ăn, cho cà rốt, ớt chuông đỏ, vàng, cần tây, chả chay vào đảo nhanh tay, nêm nước tương “Phú Sĩ”, dầu hào chay, bột ngọt, đường. mở lửa nhỏ, xào vừa chín. Tắt lửa để nguội..",2,0
4,141,"Món: Salad bít tết.
Dinh dưỡng: 223 kcal, 6.5g đạm, 33.3g bột đường, 8.1g béo.
Đặc điểm: Giàu Vitamin A, Món chính, Rau xanh, Thịt, Thịt đỏ, Ít Cholesterol, Ít calo, Ít chất béo bão hòa, Ít tinh bột, Ít đường, Ít đạm.
Nguyên liệu: Bắp Vàng, Cà, Cà Chua Bi, Cà Rốt, Dầu Ăn, Dưa Leo Nhật, Hành Tây Tím, Hành Tím, Hạt Nêm Ajingon Heo, Khoai Lang Vàng, Mì Ý, Nước Tương Phú Sĩ, Ngò Rí, Rau Xà Lách, Rong Nho, Tiêu Đen.
Cách làm: Ướp bò với nước cốt hành tỏi, tiêu đen, hạt nêm heo, nước tương Phú Sĩ phút. Cà rốt, hành tây tím, khoai lang tím, khoai lang vàng cắt sợi. Hành tây tím ngâm qua nước lạnh phút, vớt ra để ráo, xà lách cắt miếng vừa ăn, cà chua bi cắt đôi, dưa leo nhật cắt mặt trăng độ dày ly. Giữ lạnh. Chiên phần mỡ của miếng bò trước, sau đó chiên hai mặt còn lại đến khi vừa chín, để nguội. Chiên giòn khoai lang tím, khoai lang vàng..",3,2
4,879,"Món: Salad hạt chia.
Dinh dưỡng: 232 kcal, 2.2g đạm, 28.3g bột đường, 13.8g béo.
Đặc điểm: Các loại hạt, Giàu Vitamin A, Giàu Vitamin C, Giàu Vitamin K, Nhiều tinh bột, Nhạt muối, Rau xanh, Trái cây, Ít đạm.
Nguyên liệu: Chuối Già Hương, Dâu Tây, Hạt Chia, Mật Ong, Nước Chanh, Nho, Ô Liêu, Rau Xà Lách, Sả Cây, Sốt Mayonnaise, Xoài.
Cách làm: Sả cây đập dập. Xà lách giòn cắt khúc. Chuối già cắt khoanh. Xoài cắt vuông cờ. Dâu tây cắt lát. Đun sôi nước cùng cây sả đập dập, để nguội, sau đó lấy nước sả cho vào hạt chia ngâm nở trong Nho khô ngâm nước ấm cho nở. Pha xốt trộn: cho dầu ô liu, mật ong, nước cốt chanh và hạt chia ngâm nở vào khuấy đều. Trộn salad: cho xà lách, nho khô, xoài cùng dâu tây và chuối vào tô trộn salad, cho hết lượng xốt vào trộn đều..",4,1
4,1109,"Món: Nicoise salad (Salad trứng cá ngừ).
Dinh dưỡng: 234 kcal, 21.1g đạm, 18.7g bột đường, 8.3g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin B12, Giàu Vitamin B6, Giàu Vitamin D, Giàu đạm, Hải sản, Món chính, Nhiều Cholesterol, Nhạt muối, Rau xanh, Trứng, Ít chất béo bão hòa, Ít tinh bột, Ít đường.
Nguyên liệu: Cà Chua, Cá Ngừ, Dầu Mè, Đậu, Giấm Gạo, Hành Tây Tím, Khoai Tây, Rau Xà Lách, Tiêu Đen, Trứng Gà.
Cách làm: – Cá hộp để riêng phần thịt cá và dầu ngâm cá. Trứng gà cắt múi cau. – Cà chua cắt lát ướp ít muối. Hành tây tím cắt mỏng ngâm nước lạnh. Xà lách búp cắt nhỏ. – Đậu cove Nhật luộc chín cắt xéo làm Khoai tây luộc chín nguyên củ, lột vỏ, cắt lát dày ướp với rượu vang trắng. – Làm xốt: cho muối, mù tạc vàng, đường, giấm gạo lên men của vào cối xay sinh tố, vừa xay vừa cho từ từ dầu ăn và dầu ngâm cá vào, cho tiêu đen vào xay đều..",5,3
4,394,"Món: Salad cua táo xanh.
Dinh dưỡng: 142 kcal, 8.0g đạm, 12.7g bột đường, 7.1g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin B12, Hải sản, Nhiều Cholesterol, Rau xanh, Trái cây, Ít calo, Ít chất béo bão hòa, Ít chất xơ, Ít tinh bột.
Nguyên liệu: Cần Tây, Dưa Leo, Hành Tây, Lá Húng, Mật Ong, Nước Tắc, Ô Liêu, Sốt Mayonnaise, Táo, Thì Là, Thịt Càng Cua.
Cách làm: Cần tây: Thái sợi (lấy cọng non). Thịt cua (càng cúm): Đã nhặt sạch (loại còn nguyên thớ thịt), bỏ xương bên trong. Dưa leo: Bào vỏ, bỏ hạt, thái sợi. Củ thì là, táo xanh, hành tây: Thái sợi. Ôliu đen: Cắt khoanh. Trụng cua: Cho ít nước vào nồi cùng với gừng và rượu trắng đợi nước sôi cho thịt cua vào trụng sơ sau đó vớt ra để nguội vắt nhẹ tay cho ráo nước. Làm salad: Cho tất cả các nguyên liệu đã thái vào tô cùng lá húng lủi và ngò cắt rối sau đó cho vào tủ giữ lạnh. Pha sốt: cho Xốt Mayonnaise Ngọt Dịu cùng nước tắc + mật ong + mù tạt hạt và thêm vào đó muối trộn đều. Trình bày: Cho hết lượng sốt đã pha vào tô nguyên liệu đã thái trộn đều và xếp ra đĩa sau đó cho thịt cua và ôliu đen lên trên topping thêm Xốt Mayonaise lên trên, trang trí thêm lá húng lủi..",6,3
4,733,"Món: Salad đậu hũ chiên.
Dinh dưỡng: 322 kcal, 14.7g đạm, 44.1g bột đường, 10.4g béo.
Đặc điểm: Giàu Sắt, Giàu Vitamin A, Giàu Vitamin K, Giàu chất xơ, Giàu đạm, Món chính, Nhiều tinh bột, Rau xanh, Ít đường.
Nguyên liệu: Bắp Cải, Bột Mì, Cà Rốt, Chà Bông, Đậu Trắng, Lá Húng, Mì Ý, Rau Xà Lách, Sốt Mayonnaise, Tỏi, Tương Ớt.
Cách làm: Xà lách rửa sạch, để ráo, cắt sợi. Bắp cải bào mỏng, rửa sạch, để ráo. Cà rốt cắt sợi. Húng lủi cắt nhỏ. Đậu hũ trắng cắt sợi nhỏ. Chà bông cắt ngắn. Pha xốt: Trộn Xốt Mayonnaise với tương cà, tương ớt. Chiên đậu hũ: Tẩm đậu hũ qua Gia vị nêm sẵn Bột tẩm khô chiên giòn, cho vào chảo dầu nóng chiên chín vàng, vớt ra để ráo dầu..",7,1
4,1054,"Món: Salad nui.
Dinh dưỡng: 226 kcal, 7.2g đạm, 17.4g bột đường, 15.1g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin D, Món chính, Nhiều Cholesterol, Rau xanh, Thịt, Trái cây, Trứng, Ít chất xơ, Ít tinh bột.
Nguyên liệu: Cà Chua Bi, Chanh, Dưa Leo, Mật Ong, Mì Vàng, Muối, Nui, Ngò Rí, Sốt Mayonnaise, Thịt Nguội, Trứng Gà, Xoài Cát.
Cách làm: Luộc nui: nấu nước sôi rồi cho nui vào, thêm một ít muối và dầu ăn vào. Luộc nui trong phút sau đó vớt ra, xả với nước. Pha xốt salad: khuấy tan mù tạt vàng với nước chanh, mật ong, sau đó cho xốt Mayonnaise vào, khuấy đều. Dưa leo bào vỏ, chẽ làm rồi bỏ hạt, cắt khối vuông Cà chua bi cắt đôi. Xoài cắt hình khối vuông Ngò rí cắt khúc. Thịt nguội cắt vuông Trứng luộc, sau đó bóc vỏ cắt múi cau..",8,1
4,404,"Món: Salad rong nho.
Dinh dưỡng: 245 kcal, 6.6g đạm, 15.8g bột đường, 18.2g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin K, Hải sản, Rau xanh, Ít tinh bột, Ít đường.
Nguyên liệu: Bắp Cải Tím, Bơ, Cà Chua Bi, Giấm Gạo, Mù Tạt, Ngò Tây, Ớt Paprika, Rau Xà Lách, Rong Nho, Sốt Mayonnaise, Tương Cà, Tương Ớt, Thanh Cua.
Cách làm: Bơ gọt vỏ, cắt hạt lựu Thanh cua xé sợi. Cà chua bi cắt đôi. Bắp cải tím cắt sợi. Xà lách giòn cắt khúc rửa sạch, để ráo. Pha xốt: trộn đều tương ớt, tương cà, mù tạt và xốt Mayonnaise, giấm. Trộn đều và nhẹ tay bơ, cà chua bi, bắp cải tím với xốt, thêm thanh cua..",9,2
4,1073,"Món: Salad bí ngòi nướng.
Dinh dưỡng: 265 kcal, 11.4g đạm, 10.7g bột đường, 20.5g béo.
Đặc điểm: Giàu Vitamin A, Nhiều Cholesterol, Nhiều muối, Rau xanh, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Bắp Mỹ, Bí Ngòi Vàng, Chanh Vàng, Lá Húng, Muối, Sốt Mayonnaise, Thịt Xông Khói.
Cách làm: Bí ngòi màu cắt khoanh dày li. Ba rọi xông khói áp chảo cho vàng giòn, cắt Vỏ chanh mài nhuyễn. Húng lủi băm nhỏ. Trộn đều dầu oliu với muối, vỏ chanh mài và húng lủi băm. Phết hỗn hợp dầu lên bí ngòi, nướng bằng vỉ có đường sọc đến khi xém đều hai mặt. Pha xốt: Trộn đều xốt Mayonnaise, húng lủi băm, vỏ chanh mài, nước cốt chanh..",10,1
5,1969,"Món: Lạc xá chay.
Dinh dưỡng: 1212 kcal, 44.8g đạm, 136.8g bột đường, 59.0g béo.
Đặc điểm: Các loại hạt, Giàu Sắt, Giàu Vitamin A, Giàu chất xơ, Giàu đạm, Món chính, Nhiều chất béo bão hòa, Nhiều tinh bột, Nhạt muối, Rau xanh, Ít Cholesterol.
Nguyên liệu: Bánh Mì, Bột Báng, Bột Ngọt, Cà Rốt, Dầu Ăn, Dầu Boaro Phi, Dầu Điều, Dừa Nạo, Đậu Trắng, Đường, Hạt Nêm Ajingon Nấm, Nấm Rơm, Ớt Bột, Ớt Sừng, Sả, Tàu Hũ Ky, Tương Cà.
Cách làm: Đậu hũ cắt miếng vuông cạnh chiên vàng. Sả cây đập dập, cắt khúc Ớt sừng cắt khúc. Dừa nạo vắt lấy nước cốt, tô nước dão. Nấm rơm cắt chữ thập, trụng sơ qua nước sôi. Tàu hũ ki chiên giòn. Cà rốt tỉa hoa, cắt lát dày Ướp đậu hũ chiên, nấm và lượng tàu hũ ki chiên với sả băm, ớt bột, dầu điều, hạt nêm từ nấm hương và hạt sen, đường, poa rô phi, bột ngọt, tương cà. Đun nóng dầu điều, xào sả cây, đậu hũ và tàu hũ ki đã ướp, cho cà rốt, ớt hiểm vào đảo cho thấm gia vị, cho thêm nước dão dừa và sau đó cho nước cốt dừa. Nấu vừa sôi thì tắt lửa..",1,2
5,1476,"Món: Sườn chay nấu đậu.
Dinh dưỡng: 826 kcal, 30.4g đạm, 93.2g bột đường, 38.3g béo.
Đặc điểm: Các loại hạt, Giàu Vitamin A, Giàu đạm, Món chính, Nhiều chất béo bão hòa, Nhiều tinh bột, Rau xanh.
Nguyên liệu: Bánh Mì, Bột Năng, Bột Ngọt, Cà, Cà Rốt, Dầu Ăn, Dầu Điều, Dừa, Đậu Bi, Đậu Trắng, Hành, Muối, Nước Tương Phú Sĩ, Ngò Rí, Ớt Sừng, Sườn, Tàu Hũ Ky, Tiêu.
Cách làm: Đậu trắng và đậu bi luộc chín trong nước có ít thuốc muối, vớt ra rửa sạch, để ráo. Đậu trắng lột bỏ vỏ, cà rốt tỉa hoa, xắt lát. Hành boaro băm nhỏ, cắt khúc xéo phi thơm hành boaro băm. Dừa tươi chặt lấy nước. Hòa tan bột năng với nước. Ngò rí rửa sạch, để ráo. Sườn chay ngâm mềm, ướp với hành boaro phi, muối, nước tương Phú Sĩ và bột ngọt, để thấm phút. Phi thơm hành boaro cắt khúc, cho sườn vào xào săn, nêm xốt cà vào đảo đều. Thêm cà rốt, đậu trắng, đậu bi và nước dừa vào nấu chín, thêm dầu điều và nước bột năng vào khuấy cho nước hơi sánh lại, nêm lại vị vừa ăn, tắt bếp..",2,2
5,1991,"Món: Trứng đúc hẹ.
Dinh dưỡng: 136 kcal, 7.1g đạm, 3.3g bột đường, 10.4g béo.
Đặc điểm: Giàu Choline, Giàu Vitamin A, Giàu Vitamin B12, Giàu Vitamin D, Giàu đạm, Món chính, Nhiều Cholesterol, Nhiều muối, Rau xanh, Thịt, Trứng, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Bánh Tôm Hẹ, Dầu Ăn, Hạt Nêm Ajingon Heo, Nước Mắm, Ớt Sừng, Sốt Mayonnaise, Tiêu, Thịt Nạc Dăm, Trứng Gà.
Cách làm: Thịt nạc dăm xay nhuyễn, ướp hạt nêm, tiêu, nước, để thấm. Hẹ cắt nhỏ. Ớt sừng cắt hạt lựu. Trứng đánh tan, trộn đều với hẹ, sau đó cho xốt Mayonnaise vào rồi đánh nhẹ. Làm nóng ít dầu, cho thịt vào xào săn, tiếp tục cho trứng vào, rắc thêm ớt, đậy vung khoảng phút..",3,0
